,user_id,food_id,rating,users_frequency,items_frequency
302753,494068,84104,5,55,97
302754,214991,84104,5,55,97
302755,14410,84104,5,252,97
302757,1320105,84104,4,109,97
302759,1339655,84104,4,47,97
302761,1317616,84104,5,34,97
302763,23466,84104,4,70,97
302764,928301,84104,3,97,97
302765,296050,84104,4,53,97
302766,41984,84104,4,117,97
302768,1449637,84104,5,24,97
302769,653438,84104,5,847,97
302771,1802849661,84104,5,283,97
302772,963934,84104,5,96,97
302774,68460,97590,5,467,23
302777,201581,97590,5,578,23
302779,171904,97590,5,21,23
302780,232480,97590,5,146,23
302782,416684,97590,4,36,23
302783,280271,97590,5,1302,23
302789,857489,97590,5,99,23
302790,189393,97590,5,23,23
302794,448004,97590,5,23,23
302889,39194,109716,5,113,43
302891,29782,109716,5,661,43
302893,29300,109716,5,80,43
302895,11297,109716,5,310,43
302896,6357,109716,4,899,43
302898,225179,109716,5,57,43
302900,9869,109716,5,669,43
302901,143946,109716,5,26,43
302903,323389,109716,5,138,43
302904,182358,109716,5,119,43
302905,115853,109716,5,110,43
302906,381047,109716,4,57,43
302907,376098,109716,4,148,43
302911,771965,109716,5,57,43
302912,480935,109716,5,20,43
302913,359220,109716,3,215,43
302914,424008,109716,5,59,43
302915,282745,109716,5,47,43
302917,930552,109716,5,53,43
302919,840768,109716,5,296,43
302922,627420,109716,5,53,43
302923,133174,109716,5,2004,43
302924,765437,109716,5,55,43
302925,56463,109716,5,300,43
302926,383346,109716,5,3340,43
303025,18391,76312,5,395,24
303026,41809,76312,5,178,24
303027,115525,76312,5,68,24
303028,51109,76312,5,119,24
303029,115065,76312,4,43,24
303030,56181,76312,5,102,24
303032,203111,76312,5,142,24
303033,242484,76312,5,97,24
303035,135470,76312,5,473,24
303036,28995,76312,5,43,24
303037,337963,76312,5,355,24
303038,192264,76312,5,245,24
303041,493002,76312,5,46,24
303042,57400,76312,3,72,24
303045,256795,76312,5,165,24
303047,171790,76312,5,896,24
303276,318235,255923,3,172,26
303277,407338,255923,5,143,26
303278,42362,255923,5,41,26
303279,527607,255923,5,740,26
303280,446523,255923,5,128,26
303281,284897,255923,5,340,26
303282,189280,255923,4,167,26
303283,102058,255923,4,513,26
303284,199792,255923,5,274,26
303285,377070,255923,4,160,26
303286,452940,255923,4,763,26
303287,68960,255923,4,483,26
303288,171790,255923,5,896,26
303289,128473,255923,4,2171,26
303290,383346,255923,4,3340,26
303291,197023,255923,5,961,26
303292,869184,255923,5,409,26
303293,52448,255923,5,308,26
303294,489552,255923,4,180,26
303295,780172,255923,4,505,26
303296,29196,255923,4,861,26
303297,65502,255923,5,563,26
303298,350938,255923,5,218,26
303299,953275,255923,4,402,26
303300,560491,255923,5,852,26
303301,107583,255923,5,1485,26
303413,442988,75508,5,231,39
303414,60124,75508,5,212,39
303415,213909,75508,5,163,39
303418,461283,75508,5,119,39
303419,130447,75508,4,79,39
303421,126440,75508,5,1045,39
303423,420177,75508,5,34,39
303424,320549,75508,5,23,39
303427,269331,75508,5,146,39
303428,654460,75508,5,26,39
303429,373083,75508,5,32,39
303433,362983,75508,5,274,39
303434,146284,75508,5,221,39
303435,203013,75508,5,32,39
303437,653438,75508,5,847,39
303438,192264,75508,5,245,39
303439,738454,75508,5,41,39
303440,29196,75508,5,861,39
303441,1378827,75508,5,22,39
303444,352538,75508,5,81,39
303445,764068,75508,5,24,39
303448,2123645,75508,5,228,39
303449,265954,75508,5,129,39
303521,188119,148927,4,179,20
303526,494068,148927,5,55,20
303528,1242182,148927,5,24,20
303530,1677099,148927,5,184,20
303587,206191,4042,5,38,30
303590,99624,4042,5,88,30
303592,158446,4042,5,62,30
303597,401688,4042,5,46,30
303604,380162,4042,5,43,30
303605,643263,4042,4,23,30
303608,885979,4042,3,28,30
303611,403729,4042,4,81,30
303612,1206102,4042,4,144,30
303627,7108,81585,5,205,33
303628,101823,81585,5,876,33
303629,55729,81585,4,445,33
303630,53368,81585,5,90,33
303631,185285,81585,4,297,33
303633,192264,81585,5,245,33
303634,206101,81585,5,95,33
303635,60992,81585,5,519,33
303636,54678,81585,5,539,33
303639,55578,81585,5,198,33
303641,169357,81585,5,32,33
303643,774665,81585,5,92,33
303644,914720,81585,5,89,33
303648,991523,81585,5,67,33
303652,227978,81585,5,744,33
303653,133174,81585,5,2004,33
303654,198154,81585,5,473,33
303656,674022,81585,5,168,33
303657,1535,81585,5,493,33
303758,103876,52556,5,391,44
303760,15851,52556,5,114,44
303761,101823,52556,5,876,44
303763,12882,52556,5,40,44
303764,185285,52556,5,297,44
303766,203013,52556,5,32,44
303767,38182,52556,5,118,44
303768,125109,52556,5,70,44
303769,247802,52556,5,23,44
303771,4291,52556,5,105,44
303774,234222,52556,5,24,44
303776,268058,52556,5,101,44
303778,56498,52556,3,44,44
303782,128950,52556,3,106,44
303786,46660,52556,4,168,44
303787,377499,52556,5,87,44
303805,293410,219033,3,298,24
303806,67656,219033,4,1088,24
303807,347246,219033,4,34,24
303808,121690,219033,4,476,24
303811,430471,219033,5,463,24
303812,8688,219033,5,754,24
303813,382071,219033,5,696,24
303814,169430,219033,5,2694,24
303815,83093,219033,5,385,24
303816,330505,219033,5,200,24
303817,431813,219033,5,423,24
303819,104295,219033,4,1255,24
303820,469903,219033,5,580,24
303821,166642,219033,5,1197,24
303822,369715,219033,5,1611,24
303823,383346,219033,5,3340,24
303824,37636,219033,5,608,24
303825,92006,219033,5,177,24
303826,486725,219033,4,1178,24
303828,174096,219033,5,1180,24
303982,172410,260344,4,38,24
303983,286566,260344,5,1353,24
303985,594139,260344,5,187,24
303986,673444,260344,3,238,24
303987,175124,260344,5,98,24
303988,58439,260344,4,405,24
303990,717221,260344,5,62,24
303991,510313,260344,5,123,24
303993,252727,260344,4,47,24
303994,992845,260344,2,92,24
303997,518581,260344,4,110,24
304001,723525,260344,5,23,24
304002,291650,260344,5,36,24
304004,1179225,260344,5,944,24
304088,6357,12716,5,899,26
304089,12657,12716,4,196,26
304091,119552,12716,5,93,26
304092,146047,12716,5,201,26
304094,180879,12716,5,33,26
304095,153188,12716,2,137,26
304096,463202,12716,5,321,26
304097,400817,12716,4,81,26
304101,509259,12716,5,28,26
304102,230102,12716,5,144,26
304103,410166,12716,3,27,26
304104,125458,12716,4,201,26
304105,589777,12716,2,49,26
304108,569951,12716,4,22,26
304110,789516,12716,4,250,26
304148,36739,43826,5,36,52
304149,42586,43826,5,57,52
304151,189616,43826,5,416,52
304155,291235,43826,5,36,52
304156,115853,43826,5,110,52
304157,186071,43826,5,93,52
304158,21841,43826,5,57,52
304159,47907,43826,5,418,52
304161,35106,43826,5,110,52
304164,278516,43826,5,90,52
304165,50711,43826,5,23,52
304167,177135,43826,4,93,52
304170,35635,43826,5,193,52
304171,225620,43826,5,27,52
304172,457690,43826,4,58,52
304173,503916,43826,3,26,52
304174,188837,43826,5,31,52
304175,317696,43826,5,170,52
304176,378702,43826,5,45,52
304180,312081,43826,4,30,52
304181,620763,43826,4,168,52
304182,389431,43826,4,72,52
304184,600105,43826,5,30,52
304188,131021,43826,5,272,52
304191,921940,43826,5,85,52
304193,352271,43826,5,52,52
304195,1328942,43826,5,58,52
304196,318262,43826,5,199,52
304198,8629,43826,4,425,52
304249,201581,185151,5,578,21
304251,200728,185151,5,37,21
304252,255338,185151,5,153,21
304253,332909,185151,5,68,21
304254,749562,185151,5,21,21
304255,369715,185151,4,1611,21
304258,772912,185151,5,79,21
304259,56003,185151,5,674,21
304261,1376400,185151,5,58,21
304265,158086,185151,5,697,21
304317,43846,38413,5,36,29
304318,5060,38413,5,1256,29
304319,6357,38413,5,899,29
304322,89831,38413,5,1936,29
304323,157102,38413,5,103,29
304324,85826,38413,5,67,29
304326,67656,38413,4,1088,29
304328,324621,38413,5,219,29
304329,340503,38413,5,108,29
304330,48107,38413,5,49,29
304331,185446,38413,3,303,29
304332,191533,38413,4,305,29
304338,177443,38413,5,186,29
304342,140132,38413,4,1109,29
304343,39322,38413,5,46,29
304344,424680,38413,5,4469,29
304345,593927,38413,5,1207,29
304423,65936,135725,5,46,30
304428,277999,135725,5,23,30
304430,572152,135725,5,57,30
304434,339672,135725,5,21,30
304435,616082,135725,5,28,30
304437,326543,135725,5,48,30
304440,358284,135725,5,53,30
304446,539977,135725,5,64,30
304504,27783,61523,5,432,23
304505,114965,61523,5,28,23
304507,177085,61523,4,37,23
304514,1058097,61523,5,397,23
304517,335737,61523,5,75,23
304521,2324285,61523,5,320,23
304522,546010,61523,5,224,23
304523,229619,61523,5,141,23
304524,690623,61523,5,226,23
304527,330545,116236,5,528,97
304528,37449,116236,5,3743,97
304529,147109,116236,5,80,97
304530,59144,116236,5,55,97
304531,163112,116236,5,940,97
304532,141569,116236,5,103,97
304533,93095,116236,5,96,97
304535,305531,116236,5,1683,97
304536,288218,116236,5,215,97
304537,324390,116236,5,845,97
304538,222055,116236,5,250,97
304539,130663,116236,5,371,97
304540,136997,116236,5,880,97
304541,226462,116236,5,67,97
304542,157425,116236,5,1139,97
304543,531029,116236,5,57,97
304544,80353,116236,5,1294,97
304545,37636,116236,4,608,97
304546,171084,116236,5,140,97
304547,175727,116236,4,119,97
304548,25063,116236,4,65,97
304549,486725,116236,5,1178,97
304551,158086,116236,5,697,97
304552,542891,116236,3,58,97
304553,216671,116236,5,39,97
304556,241696,116236,5,56,97
304557,540346,116236,4,136,97
304558,11461,116236,5,63,97
304561,157102,116236,5,103,97
304562,140132,116236,4,1109,97
304563,251206,116236,4,21,97
304565,55729,116236,0,445,97
304569,47559,116236,5,581,97
304570,780172,116236,5,505,97
304571,246482,116236,5,240,97
304572,426903,116236,5,127,97
304573,865936,116236,5,558,97
304574,251917,116236,5,429,97
304576,200862,116236,5,175,97
304577,369715,116236,5,1611,97
304578,219942,116236,5,241,97
304579,157167,116236,4,191,97
304580,166642,116236,5,1197,97
304581,128473,116236,5,2171,97
304582,53932,116236,5,909,97
304586,126440,116236,4,1045,97
304589,30407,116236,0,20,97
304590,1636470,116236,5,56,97
304593,233829,116236,5,51,97
304595,1175362,116236,5,104,97
304600,315269,116236,4,21,97
304604,623399,116236,5,96,97
304752,566011,139769,5,35,23
304764,163687,139769,5,35,23
304768,1620171,139769,5,131,23
304947,5060,39269,5,1256,32
304948,45999,39269,4,177,32
304949,212417,39269,5,42,32
304951,6357,39269,5,899,32
304954,2312,39269,3,95,32
304955,55882,39269,4,49,32
304956,62191,39269,4,48,32
304958,59473,39269,4,154,32
304959,106580,39269,5,31,32
304960,64934,39269,5,82,32
304963,52543,39269,0,463,32
304965,509259,39269,5,28,32
304966,50969,39269,5,520,32
304967,376098,39269,5,148,32
304969,98165,39269,5,59,32
304970,136465,39269,5,67,32
304973,354540,39269,5,80,32
304976,383346,39269,5,3340,32
305102,281399,191886,5,257,33
305103,241140,191886,5,87,33
305104,176615,191886,5,1392,33
305105,316094,191886,5,90,33
305106,414923,191886,5,41,33
305107,427101,191886,4,41,33
305108,341344,191886,5,139,33
305109,312208,191886,5,32,33
305113,242766,191886,5,480,33
305115,37449,191886,5,3743,33
305116,424680,191886,5,4469,33
305119,748565,191886,4,90,33
305121,820822,191886,5,32,33
305122,396152,191886,5,25,33
305123,98761,191886,5,32,33
305124,1133190,191886,5,96,33
305125,579826,191886,5,23,33
305126,262312,191886,5,170,33
305127,1345244,191886,5,24,33
305128,345380,191886,4,43,33
305129,765437,191886,5,55,33
305131,98919,191886,5,186,33
305167,58619,53892,5,39,43
305169,27060,53892,5,52,43
305170,57397,53892,5,56,43
305171,128723,53892,5,31,43
305173,125349,53892,5,34,43
305175,41984,53892,5,117,43
305176,173579,53892,5,667,43
305177,162888,53892,5,49,43
305180,71517,53892,5,30,43
305182,235198,53892,5,24,43
305184,153919,53892,5,50,43
305185,168462,53892,5,511,43
305186,121354,53892,5,33,43
305187,105601,53892,5,70,43
305188,240692,53892,4,46,43
305189,347822,53892,5,95,43
305190,230557,53892,4,120,43
305191,329638,53892,4,124,43
305192,194886,53892,5,74,43
305194,148715,53892,5,58,43
305195,674484,53892,5,63,43
305197,10033,53892,5,193,43
305198,544026,53892,4,30,43
305199,464327,53892,5,91,43
305201,176615,53892,5,1392,43
305202,597546,53892,5,51,43
305203,620763,53892,5,168,43
305204,187373,53892,5,341,43
305205,185926,53892,5,189,43
305207,205783,53892,5,87,43
305209,356850,53892,4,51,43
305249,21841,33400,4,57,20
305250,58104,33400,5,2050,20
305252,9748,33400,5,90,20
305253,28455,33400,5,70,20
305254,102937,33400,4,72,20
305255,115621,33400,5,96,20
305256,107308,33400,5,120,20
305258,74652,33400,5,252,20
305261,53932,33400,5,909,20
305262,207907,33400,5,70,20
305264,369715,33400,3,1611,20
305266,29196,33400,5,861,20
305390,190230,113203,0,63,22
305391,29418,113203,5,76,22
305392,215898,113203,5,128,22
305393,395252,113203,0,80,22
305394,209747,113203,5,821,22
305395,188119,113203,5,179,22
305396,173880,113203,5,173,22
305397,447742,113203,5,60,22
305398,465056,113203,5,274,22
305399,465659,113203,5,32,22
305401,352538,113203,5,81,22
305402,442988,113203,5,231,22
305403,260911,113203,5,104,22
305405,83093,113203,4,385,22
305406,708494,113203,5,20,22
305407,719083,113203,5,81,22
305409,512461,113203,5,55,22
305441,47907,139357,5,418,36
305443,1122161,139357,5,105,36
305446,264017,139357,5,299,36
305447,352845,139357,5,50,36
305448,269331,139357,5,146,36
305450,315565,139357,4,567,36
305451,110135,139357,5,59,36
305454,63232,139357,5,50,36
305456,50969,139357,5,520,36
305458,1450612,139357,5,27,36
305459,1133190,139357,5,96,36
305472,20480,139357,5,334,36
305612,41578,347607,5,712,86
305613,421546,347607,5,40,86
305614,209441,347607,5,155,86
305615,228458,347607,5,489,86
305616,361931,347607,5,267,86
305617,138799,347607,5,148,86
305618,229524,347607,5,134,86
305622,37449,347607,5,3743,86
305623,242208,347607,5,32,86
305624,302486,347607,5,26,86
305626,442070,347607,5,44,86
305628,632143,347607,5,21,86
305629,548973,347607,5,36,86
305630,358698,347607,5,130,86
305632,39261,347607,5,22,86
305633,1506604,347607,4,50,86
305634,567907,347607,5,22,86
305635,653438,347607,5,847,86
305637,1298077,347607,5,25,86
305638,139381,347607,5,107,86
305639,593513,347607,5,233,86
305640,269331,347607,5,146,86
305641,1198738,347607,5,21,86
305642,435019,347607,5,29,86
305643,583349,347607,5,134,86
305645,937635,347607,5,281,86
305646,587756,347607,5,25,86
305647,1122161,347607,5,105,86
305648,1230396,347607,0,26,86
305655,663997,347607,5,207,86
305656,103876,347607,5,391,86
305657,1052873,347607,5,223,86
305660,140132,347607,5,1109,86
305663,923645,347607,5,30,86
305666,552864,347607,5,32,86
305669,395981,347607,5,50,86
305679,1330315,347607,5,33,86
305680,829250,347607,5,165,86
305685,493002,347607,5,46,86
305688,48150,347607,5,31,86
305763,36944,34881,5,257,209
305764,4601,34881,3,29,209
305765,14613,34881,5,50,209
305767,42309,34881,5,56,209
305768,35140,34881,5,195,209
305770,117221,34881,5,51,209
305771,85414,34881,4,52,209
305772,52543,34881,5,463,209
305773,95697,34881,5,24,209
305774,95743,34881,5,1491,209
305776,101823,34881,5,876,209
305778,168069,34881,5,70,209
305779,192581,34881,5,550,209
305780,99624,34881,5,88,209
305783,105780,34881,0,33,209
305784,206722,34881,5,197,209
305785,147027,34881,5,195,209
305786,68960,34881,5,483,209
305788,220403,34881,5,113,209
305789,340503,34881,5,108,209
305790,308765,34881,5,178,209
305791,325154,34881,4,29,209
305792,406741,34881,4,140,209
305795,176615,34881,5,1392,209
305796,280271,34881,5,1302,209
305797,68884,34881,4,266,209
305800,362983,34881,5,274,209
305801,246844,34881,4,183,209
305803,236170,34881,5,36,209
305805,395252,34881,4,80,209
305807,187281,34881,5,175,209
305809,424741,34881,4,22,209
305810,303162,34881,4,43,209
305811,95810,34881,4,111,209
305813,323389,34881,3,138,209
305814,369956,34881,4,20,209
305820,248913,34881,5,28,209
305822,643263,34881,5,23,209
305824,19129,34881,5,28,209
305826,495032,34881,3,54,209
305828,679759,34881,5,72,209
305830,27366,34881,5,26,209
305831,160974,34881,5,770,209
305832,450571,34881,5,108,209
305833,353579,34881,5,535,209
305835,278118,34881,5,106,209
305837,810787,34881,5,78,209
305839,718620,34881,5,218,209
305842,308049,34881,5,21,209
305846,564310,34881,5,20,209
305847,465911,34881,5,149,209
305848,117974,34881,4,36,209
305849,355637,34881,4,130,209
305850,125640,34881,4,229,209
305853,312081,34881,4,30,209
305854,463202,34881,4,321,209
305855,224170,34881,5,37,209
305858,55017,34881,4,63,209
305859,844554,34881,5,778,209
305860,57101,34881,5,104,209
305861,350627,34881,5,43,209
305862,723989,34881,5,20,209
305864,768828,34881,5,200,209
305865,377581,34881,4,129,209
305867,357389,34881,5,32,209
305868,493276,34881,5,20,209
305869,398487,34881,5,29,209
305872,556011,34881,5,44,209
305873,703661,34881,5,40,209
305875,628127,34881,4,70,209
305881,324677,34881,5,56,209
305883,222564,34881,5,1088,209
305884,50141,34881,5,85,209
305886,146486,34881,5,148,209
305894,1141377,34881,5,35,209
305897,1269015,34881,3,95,209
305899,1168939,34881,4,44,209
305902,58762,34881,4,37,209
305903,168462,34881,5,511,209
305906,776876,34881,5,27,209
305908,140132,34881,5,1109,209
305909,318262,34881,5,199,209
305919,313943,34881,5,26,209
305927,1317616,34881,5,34,209
305932,179133,34881,5,740,209
305939,623399,34881,4,96,209
305941,180406,34881,3,46,209
305943,2041603,34881,4,41,209
305944,559493,34881,3,51,209
305947,288146,34881,5,163,209
305949,447165,34881,5,105,209
305950,892498,34881,3,21,209
305951,215350,34881,5,98,209
305957,39301,34881,5,127,209
305962,937635,34881,4,281,209
305965,298981,34881,4,107,209
305967,191533,34881,4,305,209
306003,42337,101041,5,76,171
306005,41578,101041,5,712,171
306006,1535,101041,5,493,171
306007,102135,101041,5,22,171
306010,187507,101041,5,20,171
306011,168462,101041,5,511,171
306012,148715,101041,5,58,171
306013,176615,101041,5,1392,171
306015,140806,101041,5,177,171
306016,86627,101041,5,49,171
306017,229850,101041,5,203,171
306022,222433,101041,5,141,171
306025,215829,101041,5,48,171
306033,60992,101041,5,519,171
306036,39835,101041,5,1360,171
306039,227586,101041,5,71,171
306043,326540,101041,5,23,171
306044,305916,101041,5,31,171
306045,189160,101041,5,24,171
306046,240668,101041,5,78,171
306047,369956,101041,4,20,171
306050,173314,101041,5,210,171
306051,316717,101041,5,129,171
306053,362734,101041,5,87,171
306056,284312,101041,5,25,171
306063,251686,101041,5,44,171
306068,442988,101041,5,231,171
306069,36128,101041,5,195,171
306071,395252,101041,5,80,171
306074,109353,101041,5,28,171
306075,164368,101041,5,116,171
306081,523286,101041,0,20,171
306084,208984,101041,5,36,171
306085,721674,101041,5,27,171
306086,281306,101041,5,22,171
306087,522275,101041,5,71,171
306088,486648,101041,5,89,171
306092,56061,101041,5,108,171
306097,684840,101041,5,30,171
306103,865653,101041,5,40,171
306106,736554,101041,5,179,171
306108,86359,101041,5,22,171
306110,600761,101041,5,36,171
306111,114287,101041,5,21,171
306115,305664,101041,5,36,171
306124,189475,101041,5,107,171
306126,88717,101041,0,24,171
306128,246367,101041,5,20,171
306132,176671,101041,4,29,171
306134,1219679,101041,5,21,171
306138,930552,101041,5,53,171
306149,97871,101041,5,20,171
306150,140132,101041,5,1109,171
306161,32058,101041,5,207,171
306162,698759,101041,5,21,171
306163,500860,101041,5,97,171
306165,325318,101041,5,36,171
306166,27961,101041,5,74,171
306168,191533,101041,5,305,171
306172,485109,101041,5,223,171
306244,39311,50449,5,46,21
306246,52125,50449,4,183,21
306248,199848,50449,5,1934,21
306249,369715,50449,4,1611,21
306251,468769,50449,5,22,21
306252,321820,50449,4,81,21
306253,395981,50449,5,50,21
306255,1221394,50449,4,26,21
306256,1376928,50449,5,39,21
306257,1168148,50449,5,64,21
306259,185446,50449,5,303,21
306262,2123645,50449,4,228,21
306343,93911,56659,5,73,27
306347,225114,56659,5,37,27
306349,1535,56659,5,493,27
306351,222433,56659,5,141,27
306354,109608,56659,4,64,27
306355,208984,56659,5,36,27
306357,716215,56659,2,23,27
306361,810787,56659,5,78,27
306362,59163,56659,5,91,27
306364,297557,56659,5,31,27
306367,37779,56659,4,623,27
306447,583349,428004,5,134,44
306448,28177,428004,5,555,44
306449,385678,428004,5,237,44
306450,477411,428004,5,101,44
306451,80353,428004,5,1294,44
306452,192581,428004,5,550,44
306453,329769,428004,5,546,44
306454,358513,428004,5,143,44
306455,239758,428004,5,499,44
306456,37449,428004,5,3743,44
306457,748565,428004,5,90,44
306458,28087,428004,5,114,44
306459,498271,428004,4,1800,44
306460,135470,428004,5,473,44
306461,171790,428004,5,896,44
306462,465911,428004,5,149,44
306463,452355,428004,4,698,44
306464,204024,428004,4,848,44
306465,128473,428004,5,2171,44
306466,383346,428004,5,3340,44
306467,860079,428004,5,434,44
306469,131126,428004,5,1341,44
306471,8688,428004,4,754,44
306472,199020,428004,5,200,44
306474,653438,428004,5,847,44
306475,815198,428004,5,90,44
306476,143721,428004,5,286,44
306477,1226388,428004,5,35,44
306478,560491,428004,4,852,44
306480,148221,428004,5,43,44
306481,266635,428004,5,685,44
306483,114317,428004,5,31,44
306486,1581225,428004,5,100,44
306584,1375473,422465,5,78,27
306585,41409,422465,5,95,27
306587,451456,422465,5,167,27
306588,275207,422465,4,37,27
306590,599450,422465,5,676,27
306591,353485,422465,5,132,27
306592,182010,422465,5,569,27
306593,320427,422465,4,40,27
306594,302689,422465,5,57,27
306595,166642,422465,5,1197,27
306596,228458,422465,5,489,27
306597,340141,422465,5,214,27
306598,706608,422465,5,269,27
306599,47892,422465,5,1093,27
306600,452355,422465,5,698,27
306601,323186,422465,5,767,27
306602,318262,422465,5,199,27
306604,494084,422465,5,226,27
306605,126440,422465,5,1045,27
306606,487394,422465,5,40,27
306608,66856,422465,5,39,27
306992,31232,14200,5,81,21
306996,180879,14200,5,33,21
306999,554496,14200,5,22,21
307002,157167,14200,5,191,21
307003,57042,14200,3,288,21
307005,748565,14200,5,90,21
307006,411647,14200,5,45,21
307008,1042494,14200,5,80,21
307126,57256,62315,5,169,25
307129,133174,62315,5,2004,25
307130,125524,62315,5,53,25
307132,37584,62315,5,45,25
307133,424680,62315,5,4469,25
307134,791416,62315,5,82,25
307135,264339,62315,5,94,25
307136,345569,62315,4,161,25
307137,687302,62315,5,21,25
307139,588529,62315,5,35,25
307143,1531249,62315,5,77,25
307144,135566,62315,5,457,25
307185,65056,61890,5,396,20
307186,95743,61890,5,1491,20
307188,54678,61890,5,539,20
307189,237123,61890,5,324,20
307190,297705,61890,4,26,20
307191,141293,61890,5,337,20
307192,37449,61890,5,3743,20
307193,189280,61890,5,167,20
307194,209318,61890,5,57,20
307195,103876,61890,5,391,20
307196,226863,61890,5,1877,20
307197,143318,61890,5,585,20
307198,890187,61890,5,61,20
307199,49879,61890,0,22,20
307200,318262,61890,5,199,20
307201,1701315,61890,5,209,20
307202,930100,61890,5,230,20
307203,107583,61890,5,1485,20
307204,486725,61890,5,1178,20
307438,39835,121271,5,1360,23
307439,141293,121271,5,337,23
307440,47559,121271,5,581,23
307441,65197,121271,5,321,23
307442,147027,121271,5,195,23
307443,133174,121271,5,2004,23
307444,296809,121271,5,725,23
307445,257993,121271,5,124,23
307446,149363,121271,5,599,23
307447,175492,121271,5,142,23
307448,146284,121271,5,221,23
307449,169969,121271,5,745,23
307450,17803,121271,5,944,23
307451,37449,121271,5,3743,23
307452,344231,121271,5,199,23
307453,168921,121271,5,142,23
307454,223854,121271,5,583,23
307455,672534,121271,5,82,23
307456,162826,121271,5,511,23
307459,370907,121271,5,52,23
307460,1175362,121271,5,104,23
307663,55221,157475,5,163,74
307664,58104,157475,5,2050,74
307665,197023,157475,5,961,74
307666,67656,157475,0,1088,74
307667,37305,157475,5,323,74
307670,85714,157475,5,60,74
307671,142200,157475,5,32,74
307674,245408,157475,5,35,74
307675,256411,157475,4,59,74
307679,185139,157475,4,100,74
307680,81611,157475,4,153,74
307681,283834,157475,5,59,74
307683,50445,157475,5,26,74
307684,589777,157475,5,49,74
307685,546012,157475,5,49,74
307686,189643,157475,5,272,74
307687,441981,157475,5,64,74
307690,537937,157475,5,751,74
307691,386585,157475,5,800,74
307692,284180,157475,5,218,74
307693,53932,157475,5,909,74
307697,607820,157475,5,48,74
307698,68950,157475,5,21,74
307702,464080,157475,0,761,74
307703,706608,157475,5,269,74
307705,323186,157475,5,767,74
307706,936601,157475,5,268,74
307707,128723,157475,5,31,74
307709,485773,157475,5,64,74
307710,218535,157475,2,272,74
307711,573325,157475,5,868,74
307712,330505,157475,5,200,74
307714,61569,157475,5,137,74
307716,869184,157475,5,409,74
307717,201581,157475,5,578,74
307718,369715,157475,5,1611,74
307719,482376,157475,5,1050,74
307722,1495408,157475,5,20,74
307723,1085836,157475,5,21,74
307724,461834,157475,5,1046,74
307727,1706426,157475,5,224,74
307730,169430,157475,5,2694,74
307731,529278,157475,0,110,74
307732,198154,157475,4,473,74
307982,169969,137211,5,745,28
307983,182010,137211,5,569,28
307984,211184,137211,5,349,28
307985,55221,137211,5,163,28
307986,20480,137211,5,334,28
307987,88099,137211,5,1272,28
307988,30893,137211,5,30,28
307989,215057,137211,1,43,28
307990,64667,137211,4,194,28
307991,305531,137211,5,1683,28
307992,340130,137211,5,249,28
307993,93006,137211,3,195,28
307994,469903,137211,5,580,28
307995,496803,137211,3,402,28
307996,242729,137211,5,582,28
307997,1058097,137211,5,397,28
308000,464080,137211,4,761,28
308001,199848,137211,5,1934,28
308002,126104,137211,5,231,28
308004,452355,137211,5,698,28
308005,37449,137211,5,3743,28
308006,780172,137211,5,505,28
308007,895132,137211,5,693,28
308106,17803,28549,4,944,70
308107,37721,28549,5,31,70
308108,13483,28549,4,692,70
308109,4470,28549,5,1764,70
308110,122276,28549,5,44,70
308112,22015,28549,5,509,70
308115,4439,28549,5,337,70
308116,67491,28549,4,35,70
308119,104295,28549,5,1255,70
308121,168462,28549,5,511,70
308122,119984,28549,4,42,70
308123,217621,28549,3,36,70
308127,283251,28549,4,304,70
308128,255338,28549,5,153,70
308129,37779,28549,4,623,70
308131,140132,28549,5,1109,70
308133,468146,28549,5,88,70
308135,522099,28549,5,135,70
308137,359220,28549,4,215,70
308138,469903,28549,5,580,70
308143,411567,28549,5,66,70
308144,235355,28549,5,38,70
308145,145352,28549,5,623,70
308146,226294,28549,4,42,70
308148,353381,28549,5,55,70
308152,663997,28549,4,207,70
308156,55729,28549,4,445,70
308157,1230562,28549,5,41,70
308158,222478,28549,5,458,70
308159,59163,28549,4,91,70
308163,1539571,28549,5,47,70
308166,377039,28549,4,61,70
308167,126440,28549,5,1045,70
308174,1823125,28549,5,21,70
308228,47907,141488,5,418,44
308229,57222,141488,5,270,44
308231,101732,141488,5,350,44
308235,96177,141488,5,419,44
308236,491095,141488,5,74,44
308238,93006,141488,5,195,44
308244,312577,141488,5,197,44
308246,7108,141488,5,205,44
308248,522275,141488,5,71,44
308249,445969,141488,5,25,44
308250,755277,141488,5,34,44
308256,200339,141488,5,44,44
308259,35848,141488,5,76,44
308260,60992,141488,5,519,44
308261,1186940,141488,5,42,44
308268,565592,141488,4,22,44
308269,1242099,141488,5,98,44
308270,1531249,141488,5,77,44
308271,2123645,141488,5,228,44
308324,364211,181396,5,92,26
308325,178427,181396,4,433,26
308326,226867,181396,5,315,26
308328,542159,181396,4,1211,26
308329,323186,181396,5,767,26
308330,381180,181396,5,180,26
308331,1058097,181396,5,397,26
308332,1294056,181396,4,26,26
308333,37449,181396,4,3743,26
308334,131126,181396,5,1341,26
308335,498271,181396,5,1800,26
308336,114027,181396,5,255,26
308337,463435,181396,4,280,26
308338,160977,181396,4,293,26
308339,107583,181396,5,1485,26
308340,128473,181396,5,2171,26
308342,220348,181396,5,550,26
